PdfType: replica
Format: lhagrid1
---
1.000000e-04 1.096478e-04 1.202264e-04 1.318257e-04 1.445440e-04 1.584893e-04 1.737801e-04 1.905461e-04 2.089296e-04 2.290868e-04 2.511886e-04 2.754229e-04 3.019952e-04 3.311311e-04 3.630781e-04 3.981072e-04 4.365158e-04 4.786301e-04 5.248075e-04 5.754399e-04 6.309573e-04 6.918310e-04 7.585776e-04 8.317638e-04 9.120108e-04 1.000000e-03 1.096478e-03 1.202264e-03 1.318257e-03 1.445440e-03 1.584893e-03 1.737801e-03 1.905461e-03 2.089296e-03 2.290868e-03 2.511886e-03 2.754229e-03 3.019952e-03 3.311311e-03 3.630781e-03 3.981072e-03 4.365158e-03 4.786301e-03 5.248075e-03 5.754399e-03 6.309573e-03 6.918310e-03 7.585776e-03 8.317638e-03 9.120108e-03 1.000000e-02 1.047129e-02 1.096478e-02 1.148154e-02 1.202264e-02 1.258925e-02 1.318257e-02 1.380384e-02 1.445440e-02 1.513561e-02 1.584893e-02 1.659587e-02 1.737801e-02 1.819701e-02 1.905461e-02 1.995262e-02 2.089296e-02 2.187762e-02 2.290868e-02 2.398833e-02 2.511886e-02 2.630268e-02 2.754229e-02 2.884032e-02 3.019952e-02 3.162278e-02 3.311311e-02 3.467369e-02 3.630781e-02 3.801894e-02 3.981072e-02 4.168694e-02 4.365158e-02 4.570882e-02 4.786301e-02 5.011872e-02 5.248075e-02 5.495409e-02 5.754399e-02 6.025596e-02 6.309573e-02 6.606934e-02 6.918310e-02 7.244360e-02 7.585776e-02 7.943282e-02 8.317638e-02 8.709636e-02 9.120108e-02 9.549926e-02 1.000000e-01 1.047129e-01 1.096478e-01 1.148154e-01 1.202264e-01 1.258925e-01 1.318257e-01 1.380384e-01 1.445440e-01 1.513561e-01 1.584893e-01 1.659587e-01 1.737801e-01 1.819701e-01 1.905461e-01 1.995262e-01 2.089296e-01 2.187762e-01 2.290868e-01 2.398833e-01 2.511886e-01 2.630268e-01 2.754229e-01 2.884032e-01 3.019952e-01 3.162278e-01 3.311311e-01 3.467369e-01 3.630781e-01 3.801894e-01 3.981072e-01 4.168694e-01 4.365158e-01 4.570882e-01 4.786301e-01 5.011872e-01 5.248075e-01 5.495409e-01 5.754399e-01 6.025596e-01 6.095369e-01 6.165950e-01 6.237348e-01 6.309573e-01 6.382635e-01 6.456542e-01 6.531306e-01 6.606934e-01 6.683439e-01 6.760830e-01 6.839116e-01 6.918310e-01 6.998420e-01 7.079458e-01 7.161434e-01 7.244360e-01 7.328245e-01 7.413102e-01 7.498942e-01 7.585776e-01 7.673615e-01 7.762471e-01 7.852356e-01 7.943282e-01 8.035261e-01 8.081649e-01 8.128305e-01 8.175230e-01 8.222426e-01 8.269895e-01 8.317638e-01 8.365656e-01 8.413951e-01 8.462526e-01 8.511380e-01 8.560517e-01 8.609938e-01 8.659643e-01 8.709636e-01 8.759917e-01 8.810489e-01 8.861352e-01 8.912509e-01 8.963962e-01 9.015711e-01 9.067760e-01 9.120108e-01 9.172759e-01 9.225714e-01 9.278975e-01 9.332543e-01 9.386420e-01 9.440609e-01 9.495110e-01 9.549926e-01 9.605058e-01 9.660509e-01 9.716280e-01 9.772372e-01 9.828789e-01 9.885531e-01 9.942601e-01 1.000000e+00 
8.000000e+00 8.514016e+00 9.071202e+00 9.675867e+00 1.033281e+01 1.104739e+01 1.182559e+01 1.267410e+01 1.360041e+01 1.461293e+01 1.572110e+01 1.693554e+01 1.826821e+01 1.973258e+01 2.134388e+01 2.311934e+01 2.507848e+01 2.724341e+01 2.963930e+01 3.229477e+01 3.524245e+01 3.851957e+01 4.216874e+01 4.623876e+01 5.078562e+01 5.587367e+01 6.157703e+01 6.798118e+01 7.518492e+01 8.330264e+01 9.246701e+01 1.028323e+02 1.145779e+02 1.279136e+02 1.430841e+02 1.603765e+02 1.801276e+02 2.027339e+02 2.286624e+02 2.584655e+02 2.927967e+02 3.324323e+02 3.782952e+02 4.314862e+02 4.933211e+02 5.653761e+02 6.495448e+02 7.481070e+02 8.638150e+02 1.000000e+03 
-5 -4 -3 -2 -1 21 1 2 3 4 5 
-2.069245e-12  -2.095380e-12  -2.069245e-12  -2.069245e-12  -2.069245e-12  -4.660886e-12  -2.069245e-12  -2.069245e-12  -2.069245e-12  -2.095380e-12  -2.069245e-12  
-2.725712e-11  -2.734029e-11  -2.725712e-11  -2.725712e-11  -2.725712e-11  -6.079794e-11  -2.725712e-11  -2.725712e-11  -2.725712e-11  -2.734029e-11  -2.725712e-11  
-6.113850e-11  -6.127805e-11  -6.113850e-11  -6.113850e-11  -6.113850e-11  -1.354101e-10  -6.113850e-11  -6.113850e-11  -6.113850e-11  -6.127805e-11  -6.113850e-11  
-1.040047e-10  -1.041999e-10  -1.040047e-10  -1.040047e-10  -1.040047e-10  -2.289918e-10  -1.040047e-10  -1.040047e-10  -1.040047e-10  -1.041999e-10  -1.040047e-10  
-1.561453e-10  -1.563953e-10  -1.561453e-10  -1.561453e-10  -1.561453e-10  -3.420277e-10  -1.561453e-10  -1.561453e-10  -1.561453e-10  -1.563953e-10  -1.561453e-10  
-2.178471e-10  -2.181511e-10  -2.178471e-10  -2.178471e-10  -2.178471e-10  -4.749900e-10  -2.178471e-10  -2.178471e-10  -2.178471e-10  -2.181511e-10  -2.178471e-10  
-2.893927e-10  -2.897497e-10  -2.893927e-10  -2.893927e-10  -2.893927e-10  -6.283351e-10  -2.893927e-10  -2.893927e-10  -2.893927e-10  -2.897497e-10  -2.893927e-10  
-3.710591e-10  -3.714681e-10  -3.710591e-10  -3.710591e-10  -3.710591e-10  -8.025013e-10  -3.710591e-10  -3.710591e-10  -3.710591e-10  -3.714681e-10  -3.710591e-10  
-4.631167e-10  -4.635766e-10  -4.631167e-10  -4.631167e-10  -4.631167e-10  -9.979060e-10  -4.631167e-10  -4.631167e-10  -4.631167e-10  -4.635766e-10  -4.631167e-10  
-5.658277e-10  -5.663373e-10  -5.658277e-10  -5.658277e-10  -5.658277e-10  -1.214943e-09  -5.658277e-10  -5.658277e-10  -5.658277e-10  -5.663373e-10  -5.658277e-10  
-6.794450e-10  -6.800031e-10  -6.794450e-10  -6.794450e-10  -6.794450e-10  -1.453979e-09  -6.794450e-10  -6.794450e-10  -6.794450e-10  -6.800031e-10  -6.794450e-10  
-8.042108e-10  -8.048159e-10  -8.042108e-10  -8.042108e-10  -8.042108e-10  -1.715352e-09  -8.042108e-10  -8.042108e-10  -8.042108e-10  -8.048159e-10  -8.042108e-10  
-9.403554e-10  -9.410062e-10  -9.403554e-10  -9.403554e-10  -9.403554e-10  -1.999369e-09  -9.403554e-10  -9.403554e-10  -9.403554e-10  -9.410062e-10  -9.403554e-10  
-1.088096e-09  -1.088791e-09  -1.088096e-09  -1.088096e-09  -1.088096e-09  -2.306301e-09  -1.088096e-09  -1.088096e-09  -1.088096e-09  -1.088791e-09  -1.088096e-09  
-1.247635e-09  -1.248373e-09  -1.247635e-09  -1.247635e-09  -1.247635e-09  -2.636384e-09  -1.247635e-09  -1.247635e-09  -1.247635e-09  -1.248373e-09  -1.247635e-09  
-1.419160e-09  -1.419938e-09  -1.419160e-09  -1.419160e-09  -1.419160e-09  -2.989814e-09  -1.419160e-09  -1.419160e-09  -1.419160e-09  -1.419938e-09  -1.419160e-09  
-1.602840e-09  -1.603658e-09  -1.602840e-09  -1.602840e-09  -1.602840e-09  -3.366745e-09  -1.602840e-09  -1.602840e-09  -1.602840e-09  -1.603658e-09  -1.602840e-09  
-1.798829e-09  -1.799683e-09  -1.798829e-09  -1.798829e-09  -1.798829e-09  -3.767288e-09  -1.798829e-09  -1.798829e-09  -1.798829e-09  -1.799683e-09  -1.798829e-09  
-2.007257e-09  -2.008148e-09  -2.007257e-09  -2.007257e-09  -2.007257e-09  -4.191506e-09  -2.007257e-09  -2.007257e-09  -2.007257e-09  -2.008148e-09  -2.007257e-09  
-2.228239e-09  -2.229163e-09  -2.228239e-09  -2.228239e-09  -2.228239e-09  -4.639416e-09  -2.228239e-09  -2.228239e-09  -2.228239e-09  -2.229163e-09  -2.228239e-09  
-2.461865e-09  -2.462819e-09  -2.461865e-09  -2.461865e-09  -2.461865e-09  -5.110984e-09  -2.461865e-09  -2.461865e-09  -2.461865e-09  -2.462819e-09  -2.461865e-09  
-2.708203e-09  -2.709186e-09  -2.708203e-09  -2.708203e-09  -2.708203e-09  -5.606121e-09  -2.708203e-09  -2.708203e-09  -2.708203e-09  -2.709186e-09  -2.708203e-09  
-2.967297e-09  -2.968306e-09  -2.967297e-09  -2.967297e-09  -2.967297e-09  -6.124689e-09  -2.967297e-09  -2.967297e-09  -2.967297e-09  -2.968306e-09  -2.967297e-09  
-3.239168e-09  -3.240201e-09  -3.239168e-09  -3.239168e-09  -3.239168e-09  -6.666488e-09  -3.239168e-09  -3.239168e-09  -3.239168e-09  -3.240201e-09  -3.239168e-09  
-3.523809e-09  -3.524864e-09  -3.523809e-09  -3.523809e-09  -3.523809e-09  -7.231265e-09  -3.523809e-09  -3.523809e-09  -3.523809e-09  -3.524864e-09  -3.523809e-09  
-3.821189e-09  -3.822262e-09  -3.821189e-09  -3.821189e-09  -3.821189e-09  -7.818705e-09  -3.821189e-09  -3.821189e-09  -3.821189e-09  -3.822262e-09  -3.821189e-09  
-4.131247e-09  -4.132336e-09  -4.131247e-09  -4.131247e-09  -4.131247e-09  -8.428434e-09  -4.131247e-09  -4.131247e-09  -4.131247e-09  -4.132336e-09  -4.131247e-09  
-4.453894e-09  -4.454997e-09  -4.453894e-09  -4.453894e-09  -4.453894e-09  -9.060014e-09  -4.453894e-09  -4.453894e-09  -4.453894e-09  -4.454997e-09  -4.453894e-09  
-4.789014e-09  -4.790127e-09  -4.789014e-09  -4.789014e-09  -4.789014e-09  -9.712945e-09  -4.789014e-09  -4.789014e-09  -4.789014e-09  -4.790127e-09  -4.789014e-09  
-5.136458e-09  -5.137578e-09  -5.136458e-09  -5.136458e-09  -5.136458e-09  -1.038666e-08  -5.136458e-09  -5.136458e-09  -5.136458e-09  -5.137578e-09  -5.136458e-09  
-5.496048e-09  -5.497171e-09  -5.496048e-09  -5.496048e-09  -5.496048e-09  -1.108053e-08  -5.496048e-09  -5.496048e-09  -5.496048e-09  -5.497171e-09  -5.496048e-09  
-5.867574e-09  -5.868696e-09  -5.867574e-09  -5.867574e-09  -5.867574e-09  -1.179386e-08  -5.867574e-09  -5.867574e-09  -5.867574e-09  -5.868696e-09  -5.867574e-09  
-6.250792e-09  -6.251912e-09  -6.250792e-09  -6.250792e-09  -6.250792e-09  -1.252588e-08  -6.250792e-09  -6.250792e-09  -6.250792e-09  -6.251912e-09  -6.250792e-09  
-6.645428e-09  -6.646541e-09  -6.645428e-09  -6.645428e-09  -6.645428e-09  -1.327576e-08  -6.645428e-09  -6.645428e-09  -6.645428e-09  -6.646541e-09  -6.645428e-09  
-7.051174e-09  -7.052276e-09  -7.051174e-09  -7.051174e-09  -7.051174e-09  -1.404259e-08  -7.051174e-09  -7.051174e-09  -7.051174e-09  -7.052276e-09  -7.051174e-09  
-7.467686e-09  -7.468773e-09  -7.467686e-09  -7.467686e-09  -7.467686e-09  -1.482541e-08  -7.467686e-09  -7.467686e-09  -7.467686e-09  -7.468773e-09  -7.467686e-09  
-7.894587e-09  -7.895656e-09  -7.894587e-09  -7.894587e-09  -7.894587e-09  -1.562318e-08  -7.894587e-09  -7.894587e-09  -7.894587e-09  -7.895656e-09  -7.894587e-09  
-8.331466e-09  -8.332513e-09  -8.331466e-09  -8.331466e-09  -8.331466e-09  -1.643478e-08  -8.331466e-09  -8.331466e-09  -8.331466e-09  -8.332513e-09  -8.331466e-09  
-8.777876e-09  -8.778895e-09  -8.777876e-09  -8.777876e-09  -8.777876e-09  -1.725903e-08  -8.777876e-09  -8.777876e-09  -8.777876e-09  -8.778895e-09  -8.777876e-09  
-9.233333e-09  -9.234321e-09  -9.233333e-09  -9.233333e-09  -9.233333e-09  -1.809468e-08  -9.233333e-09  -9.233333e-09  -9.233333e-09  -9.234321e-09  -9.233333e-09  
-9.697318e-09  -9.698271e-09  -9.697318e-09  -9.697318e-09  -9.697318e-09  -1.894041e-08  -9.697318e-09  -9.697318e-09  -9.697318e-09  -9.698271e-09  -9.697318e-09  
-1.016928e-08  -1.017019e-08  -1.016928e-08  -1.016928e-08  -1.016928e-08  -1.979483e-08  -1.016928e-08  -1.016928e-08  -1.016928e-08  -1.017019e-08  -1.016928e-08  
-1.064862e-08  -1.064949e-08  -1.064862e-08  -1.064862e-08  -1.064862e-08  -2.065647e-08  -1.064862e-08  -1.064862e-08  -1.064862e-08  -1.064949e-08  -1.064862e-08  
-1.113472e-08  -1.113553e-08  -1.113472e-08  -1.113472e-08  -1.113472e-08  -2.152382e-08  -1.113472e-08  -1.113472e-08  -1.113472e-08  -1.113553e-08  -1.113472e-08  
-1.162690e-08  -1.162766e-08  -1.162690e-08  -1.162690e-08  -1.162690e-08  -2.239526e-08  -1.162690e-08  -1.162690e-08  -1.162690e-08  -1.162766e-08  -1.162690e-08  
-1.212448e-08  -1.212518e-08  -1.212448e-08  -1.212448e-08  -1.212448e-08  -2.326913e-08  -1.212448e-08  -1.212448e-08  -1.212448e-08  -1.212518e-08  -1.212448e-08  
-1.262670e-08  -1.262733e-08  -1.262670e-08  -1.262670e-08  -1.262670e-08  -2.414370e-08  -1.262670e-08  -1.262670e-08  -1.262670e-08  -1.262733e-08  -1.262670e-08  
-1.313280e-08  -1.313336e-08  -1.313280e-08  -1.313280e-08  -1.313280e-08  -2.501717e-08  -1.313280e-08  -1.313280e-08  -1.313280e-08  -1.313336e-08  -1.313280e-08  
-1.364197e-08  -1.364245e-08  -1.364197e-08  -1.364197e-08  -1.364197e-08  -2.588766e-08  -1.364197e-08  -1.364197e-08  -1.364197e-08  -1.364245e-08  -1.364197e-08  
